City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,zaria,11.1113,7.7227,17.67,23,23,4.14,NG,1675916034
84,harij,23.7,71.9,23.35,22,3,1.39,IN,1675916034
85,port elizabeth,-33.918,25.5701,20.73,97,100,2.38,ZA,1675916035
86,berlevag,70.8578,29.0864,1.97,87,75,13.38,NO,1675916035
87,avarua,-21.2078,-159.775,28.03,74,40,5.66,CK,1675916035
88,yar-sale,66.8333,70.8333,-12.92,96,94,4.72,RU,1675916036
89,davidson,36.1501,-86.7833,19.16,76,75,7.2,US,1675916036
90,hami,42.8,93.45,3.24,38,100,1.91,CN,1675916036
91,maumere,-8.6199,122.2111,28.59,72,96,1.85,ID,1675916037
92,saint-philippe,-21.3585,55.7679,27.77,82,67,5.18,RE,1675916037
93,san patricio,28.017,-97.5169,13.8,78,67,1.87,US,1675916038
94,port moresby,-9.4431,147.1797,27.86,77,100,4.68,PG,1675915933
95,obuasi,6.206,-1.6619,21.9,97,75,0.77,GH,1675916038
96,san antonio,29.4241,-98.4936,11.45,76,0,3.09,US,1675915786
97,petatlan,17.5167,-101.2667,22.27,77,10,1.45,MX,1675916038
98,maraa,-1.8333,-65.3667,22.82,98,89,0.93,BR,1675916039
99,sur,22.5667,59.5289,24.5,56,8,3.46,OM,1675916039
100,galeana,24.8333,-100.0667,8.2,93,74,1.9,MX,1675916040
101,castro,-24.7911,-50.0119,16.21,95,12,2.39,BR,1675916040
102,tanhacu,-14.0214,-41.2481,19.83,77,17,1.85,BR,1675916040
103,sinnamary,5.3833,-52.95,23.99,90,99,4.73,GF,1675916041
104,porto novo,6.4965,2.6036,25.02,90,63,0.91,BJ,1675916041
105,constantine,36.365,6.6147,3.67,93,75,1.54,DZ,1675916042
106,vestmannaeyjar,63.4427,-20.2734,-1.4,57,100,15.07,IS,1675916042
107,fernie,49.5,-115.0687,-7.53,98,98,0.65,CA,1675916043
108,sao filipe,14.8961,-24.4956,20.6,75,58,3.17,CV,1675916043
109,geraldton,-28.7667,114.6,30.23,45,0,6.69,AU,1675916044
110,carnarvon,-24.8667,113.6333,30.79,53,63,6.73,AU,1675916044
111,puerto ayora,-0.7393,-90.3518,26.42,93,75,2.68,EC,1675916045
112,cape town,-33.9258,18.4232,21.32,73,61,1.34,ZA,1675915800
113,slavutych,51.5196,30.7343,-8.53,93,98,2.26,UA,1675916045
114,opuwo,-18.0607,13.84,17.66,42,51,1.66,NA,1675916046
115,tautira,-17.7333,-149.15,26.85,74,4,2.97,PF,1675916046
116,tuktoyaktuk,69.4541,-133.0374,-34.72,100,32,1.72,CA,1675916047
117,butaritari,3.0707,172.7902,27.42,82,65,9.15,KI,1675916047
118,carman,49.4992,-98.0016,-0.62,97,95,4.46,CA,1675916048
119,hamilton,39.1834,-84.5333,10.5,94,100,4.12,US,1675915785
120,axim,4.8699,-2.2405,25.49,88,68,2.12,GH,1675916049
121,hervey bay,-25.2986,152.8535,26.91,58,83,9.64,AU,1675915977
122,kahului,20.8947,-156.47,23.8,72,40,8.75,US,1675916049
123,aykhal,66.0,111.5,-30.04,99,97,3.2,RU,1675916050
124,hobyo,5.3505,48.5268,25.36,75,45,7.21,SO,1675916051
125,canico,32.6333,-16.85,14.28,86,75,4.12,PT,1675916051
126,ribeira grande,38.5167,-28.7,11.54,81,28,4.02,PT,1675916052
127,kasaragod,12.5,75.0,27.92,65,95,1.53,IN,1675916052
128,fortuna,40.5982,-124.1573,7.03,95,75,0.0,US,1675916053
129,beloha,-25.1667,45.05,24.29,75,100,3.7,MG,1675916053
130,nanakuli,21.3906,-158.1547,24.97,48,0,5.66,US,1675916054
131,flin flon,54.7682,-101.865,-18.49,98,27,2.38,CA,1675916055
132,cabo san lucas,22.8909,-109.9124,20.28,46,49,0.77,MX,1675915817
133,caohai,26.8661,104.2841,8.38,52,37,2.21,CN,1675916056
134,pemberton,50.3164,-122.8027,-2.49,96,100,1.58,CA,1675916056
135,tagab,34.855,69.6492,3.33,90,100,1.78,AF,1675916057
136,conway,35.0887,-92.4421,14.88,97,100,11.83,US,1675915790
137,mongoumba,3.6415,18.5936,19.2,31,4,1.1,CF,1675916057
138,refojos de basto,41.5132,-7.9952,5.49,87,0,3.08,PT,1675916057
139,albertville,34.2676,-86.2089,19.97,61,40,3.6,US,1675916058
140,provideniya,64.3833,-173.3,-20.94,65,100,5.0,RU,1675915946
141,airai,-8.9266,125.4092,20.65,77,98,1.88,TL,1675916058
142,winona,43.9666,-91.7668,0.11,86,0,0.0,US,1675916059
143,pandan,14.0453,124.1694,27.22,73,87,6.76,PH,1675916059
144,hasaki,35.7333,140.8333,9.22,37,8,7.94,JP,1675916060
145,hithadhoo,-0.6,73.0833,27.54,72,77,4.35,MV,1675916060
146,te anau,-45.4167,167.7167,15.83,38,41,1.38,NZ,1675916060
147,chokwe,-24.5333,32.9833,23.31,95,48,0.22,MZ,1675916061
148,chuy,-33.6971,-53.4616,21.56,93,32,3.22,UY,1675916061
149,vardo,70.3705,31.1107,1.99,75,99,16.46,NO,1675916062
150,foix,42.8333,1.5833,-1.11,81,6,2.56,FR,1675916062
151,atuona,-9.8,-139.0333,26.22,79,46,10.06,PF,1675916062
152,durant,33.994,-96.3708,4.2,89,75,4.12,US,1675916063
153,ludus,46.4833,24.1,-11.76,95,27,1.1,RO,1675916063
154,ballina,-28.8667,153.5667,27.23,67,100,4.42,AU,1675916064
155,jingdezhen,29.2947,117.2079,9.41,94,100,1.53,CN,1675916064
156,kidal,18.4411,1.4078,22.11,15,0,4.27,ML,1675916065
157,kavaratti,10.5669,72.642,26.36,70,100,1.73,IN,1675916065
158,khatanga,71.9667,102.5,-42.68,99,64,1.71,RU,1675916065
159,santiago del estero,-27.7951,-64.2615,28.49,42,90,2.68,AR,1675916066
160,bambous virieux,-20.3428,57.7575,28.14,74,75,7.2,MU,1675916067
161,norman wells,65.282,-126.8329,-21.73,99,100,0.17,CA,1675916067
162,korgen,66.0771,13.8153,1.77,98,100,3.37,NO,1675916067
163,marsa matruh,31.3525,27.2453,11.4,62,84,4.2,EG,1675916068
164,vostok,46.4856,135.8833,-18.12,81,90,4.47,RU,1675916068
165,yumen,40.2833,97.2,0.48,39,11,4.47,CN,1675916069
166,jacqueville,5.2052,-4.4146,26.0,89,73,2.8,CI,1675916069
167,labytnangi,66.6572,66.4183,-15.17,87,23,3.25,RU,1675916070
168,floro,61.5996,5.0328,4.98,75,75,11.32,NO,1675916070
169,adrar,20.5022,-10.0711,19.11,16,97,3.31,MR,1675916071
170,barra patuca,15.8,-84.2833,24.26,84,12,5.57,HN,1675916071
171,kaitangata,-46.2817,169.8464,14.06,53,83,4.58,NZ,1675916072
172,saint george,37.1041,-113.5841,10.53,49,0,3.09,US,1675915980
173,tura,25.5198,90.2201,22.98,39,48,1.31,IN,1675916072
174,new norfolk,-42.7826,147.0587,21.62,40,98,0.89,AU,1675916073
175,hammerfest,70.6634,23.6821,0.25,86,75,5.14,NO,1675916073
176,comodoro rivadavia,-45.8667,-67.5,26.92,28,0,8.23,AR,1675915957
177,asau,46.4333,26.4,-15.4,87,10,2.17,RO,1675916074
178,dikson,73.5069,80.5464,-19.01,85,89,6.12,RU,1675916074
179,codrington,-38.2667,141.9667,21.29,59,2,5.16,AU,1675916075
180,kovernino,57.1253,43.8142,-14.9,100,97,1.3,RU,1675916075
181,jinka,5.65,36.65,17.81,39,8,0.98,ET,1675916076
182,east london,-33.0153,27.9116,19.77,93,100,0.3,ZA,1675916076
183,celendin,-6.8703,-78.1517,12.54,88,73,1.79,PE,1675916076
184,puerto el triunfo,13.2833,-88.55,24.3,79,0,2.64,SV,1675916077
185,dzhebariki-khaya,62.2167,135.8,-35.42,92,90,0.24,RU,1675916077
186,arraial do cabo,-22.9661,-42.0278,23.92,88,0,1.03,BR,1675916077
187,tilichiki,60.4667,166.1,-24.15,87,77,4.4,RU,1675916078
188,abha,18.2164,42.5053,8.14,71,0,0.0,SA,1675915960
189,georgetown,5.4112,100.3354,28.96,79,20,2.06,MY,1675915825
190,bima,-8.4667,118.7167,29.71,73,74,2.85,ID,1675916078
191,ituporanga,-27.4144,-49.6025,20.14,99,52,0.45,BR,1675916079
192,saint-augustin,51.226,-58.6502,-10.43,78,99,9.23,CA,1675916080
193,whitehorse,60.7161,-135.0538,-14.66,97,14,1.92,CA,1675916080
194,jiangyou,31.7667,104.7167,10.46,80,100,1.48,CN,1675916081
195,rawah,34.4816,41.9093,2.7,60,0,3.49,IQ,1675916081
196,vagur,61.4732,-6.8119,2.65,72,90,20.01,FO,1675916081
197,bilma,18.6853,12.9164,17.88,19,0,3.37,NE,1675916082
198,leningradskiy,69.3833,178.4167,-27.68,97,100,2.55,RU,1675916082
199,sibiti,-3.6819,13.3499,19.81,95,96,0.38,CG,1675916083
200,tangier,35.7806,-5.8137,11.64,100,40,3.09,MA,1675916083
201,caborca,30.5838,-111.101,13.16,24,5,2.15,MX,1675916083
202,lompoc,34.6391,-120.4579,13.68,83,0,5.14,US,1675916084
203,ryotsu,38.0833,138.4333,4.08,56,100,8.46,JP,1675916084
204,camacha,33.0833,-16.3333,12.68,62,40,5.14,PT,1675916085
205,college,64.8569,-147.8028,-15.23,86,20,0.0,US,1675916085
206,saldanha,-33.0117,17.9442,18.46,79,20,3.57,ZA,1675915851
207,songjianghe,42.1859,127.479,-4.46,51,100,1.75,CN,1675916085
208,jumla,29.2747,82.1838,10.27,27,29,1.34,NP,1675916086
209,khasan,42.4308,130.6434,-2.22,42,27,2.92,RU,1675916086
210,never,46.9896,3.159,-4.14,82,4,1.1,FR,1675916086
211,cidreira,-30.1811,-50.2056,24.49,83,24,8.46,BR,1675916087
212,ilebo,-4.3167,20.5833,20.78,90,97,1.24,CD,1675916087
213,mandali,33.7499,45.5541,5.95,71,31,1.15,IQ,1675916088
214,omsukchan,62.5333,155.8,-34.2,96,31,2.42,RU,1675916088
215,bambanglipuro,-7.95,110.2833,28.28,75,95,6.28,ID,1675916088
216,saint anthony,45.0205,-93.218,0.53,85,0,2.57,US,1675916089
217,aripuana,-9.1667,-60.6333,22.51,98,77,0.3,BR,1675916089
218,chimbote,-9.0853,-78.5783,21.96,86,9,2.26,PE,1675916090
219,mount gambier,-37.8333,140.7667,26.15,35,0,3.58,AU,1675916023
220,sibolga,1.7427,98.7792,29.86,56,65,2.02,ID,1675916090
221,olafsvik,64.8945,-23.7142,-4.43,60,100,9.69,IS,1675916091
222,champerico,14.3,-91.9167,25.3,75,3,3.95,GT,1675916091
223,marienburg,54.0359,19.0266,-4.13,87,100,5.19,PL,1675916091
224,kalaleh,37.3807,55.4916,4.47,94,100,1.97,IR,1675916092
225,half moon bay,37.4636,-122.4286,14.06,77,40,4.12,US,1675916092
226,rayachoti,14.05,78.75,25.86,44,81,1.74,IN,1675916093
227,mackay,-21.15,149.2,28.71,72,97,10.05,AU,1675916086
228,bystrogorskiy,48.2081,41.141,-11.32,93,38,1.89,RU,1675916093
229,pacific grove,36.6177,-121.9166,11.92,86,0,2.06,US,1675916094
230,cape canaveral,28.4058,-80.6048,23.37,82,40,4.12,US,1675916048
231,sabha,27.0377,14.4283,10.36,45,22,6.45,LY,1675916094
232,isangel,-19.55,169.2667,26.09,88,100,4.09,VU,1675916095
233,san cristobal,7.7669,-72.225,20.1,74,24,0.25,VE,1675916095
234,les herbiers,46.8667,-1.0167,-2.16,67,0,1.41,FR,1675916095
235,yalvac,38.2956,31.1778,-10.85,94,18,1.8,TR,1675916096
236,port alfred,-33.5906,26.891,19.54,98,100,0.45,ZA,1675916096
237,veranopolis,-28.9361,-51.5494,16.69,89,18,1.54,BR,1675916097
238,shingu,33.7333,135.9833,11.72,34,56,1.57,JP,1675916097
239,quatre cocos,-20.2078,57.7625,28.06,80,38,6.1,MU,1675916097
240,taksimo,56.3444,114.8794,-18.17,86,96,0.64,RU,1675916098
241,upernavik,72.7868,-56.1549,-34.6,84,2,3.81,GL,1675916098
242,bardiyah,31.7561,25.0865,11.84,69,100,8.99,LY,1675916099
243,vedasandur,10.5333,77.95,25.55,55,83,1.67,IN,1675916099
244,korla,41.7597,86.1469,-0.81,58,49,2.65,CN,1675916099
245,luang prabang,19.8856,102.1347,30.92,28,7,0.57,LA,1675915995
246,wajir,1.7471,40.0573,23.24,79,14,5.28,KE,1675916100
247,xiaoweizhai,26.1903,107.5125,8.44,91,100,1.67,CN,1675916100
248,nishihara,26.1842,127.7558,21.81,75,100,5.66,JP,1675916101
249,abu dhabi,24.4667,54.3667,21.06,52,0,8.23,AE,1675916082
250,galveston,29.3669,-94.9669,12.2,85,83,0.89,US,1675916003
251,colquechaca,-18.6667,-66.0167,1.32,89,100,1.69,BO,1675916101
252,kungurtug,50.5994,97.5228,-11.43,81,100,0.49,RU,1675916102
253,orlik,52.5178,99.825,-15.95,92,100,0.49,RU,1675916103
254,victoria,22.2855,114.1577,23.31,81,96,5.36,HK,1675916054
255,soe,-9.8607,124.284,25.1,71,100,4.18,ID,1675916104
256,puerto escondido,15.85,-97.0667,24.83,64,0,2.43,MX,1675916104
257,goma,-1.6792,29.2228,15.86,78,60,1.38,CD,1675916105
258,malakal,9.5334,31.6605,21.62,15,11,3.58,SS,1675916105
259,dwarka,22.2394,68.9678,22.48,61,19,1.87,IN,1675916106
260,pribyslav,49.5768,15.7386,-4.48,38,4,7.3,CZ,1675916107
261,makakilo city,21.3469,-158.0858,24.18,55,0,5.66,US,1675916014
262,leshukonskoye,64.8989,45.7622,-4.28,87,100,5.35,RU,1675916107
263,amuntai,-2.4177,115.2494,33.56,51,97,0.9,ID,1675916031
264,starozhilovo,54.2254,39.916,-7.13,96,99,2.57,RU,1675916108
265,sheregesh,52.9209,87.9869,-11.46,95,97,0.68,RU,1675916108
266,irbeyskoye,55.6428,95.4522,-10.66,92,100,1.63,RU,1675916109
267,manama,26.2154,50.5832,18.29,45,0,7.72,BH,1675916110
268,aksarka,66.5606,67.7975,-19.21,93,62,2.46,RU,1675916111
269,ancud,-41.8697,-73.8203,14.26,97,11,2.96,CL,1675916111
270,tiarei,-17.5333,-149.3333,29.01,72,6,2.57,PF,1675916112
271,bandarbeyla,9.4942,50.8122,24.72,71,61,4.73,SO,1675916113
272,bredasdorp,-34.5322,20.0403,18.06,83,1,3.91,ZA,1675916114
273,butare,-2.5967,29.7394,12.44,92,84,1.54,RW,1675916114
274,dingle,10.9995,122.6711,27.8,72,97,7.12,PH,1675916115
275,atikokan,48.7555,-91.6216,0.07,90,100,2.44,CA,1675916115
276,bathsheba,13.2167,-59.5167,25.34,78,20,8.75,BB,1675916116
277,faanui,-16.4833,-151.75,27.38,71,9,3.15,PF,1675916117
278,shubarshi,48.5872,57.1869,-15.68,92,13,2.82,KZ,1675916117
279,severo-kurilsk,50.6789,156.125,-4.79,56,87,9.83,RU,1675916118
280,torbay,47.6666,-52.7314,-1.45,94,100,2.68,CA,1675916119
281,bentiu,9.2333,29.8333,19.49,17,45,2.34,SS,1675916120
282,dunedin,-45.8742,170.5036,14.03,54,91,6.32,NZ,1675916120
283,imbituba,-28.24,-48.6703,22.95,90,63,4.55,BR,1675916121
284,dicabisagan,17.0818,122.4157,27.08,63,80,3.01,PH,1675916121
285,lake city,30.1897,-82.6393,18.84,82,0,0.0,US,1675916122
286,mormugao,15.4,73.8,26.59,61,83,2.06,IN,1675916123
287,jilib,0.4883,42.7854,23.15,88,4,2.05,SO,1675916123
288,cambe,-23.2758,-51.2783,22.38,94,0,3.09,BR,1675916124
289,grand gaube,-20.0064,57.6608,28.22,75,17,4.02,MU,1675916124
290,peleduy,59.6289,112.7406,-14.13,93,100,0.81,RU,1675916125
291,lata,40.1629,-8.3327,7.82,79,11,2.88,PT,1675916125
292,halifax,44.6453,-63.5724,0.84,68,85,0.89,CA,1675916108
293,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.9,49,40,2.0,RU,1675916126
294,naze,28.3667,129.4833,16.4,69,100,7.75,JP,1675916126
295,cape coast,5.1053,-1.2466,25.6,89,100,3.01,GH,1675916126
296,galesong,-5.3166,119.3661,28.01,76,99,2.01,ID,1675916127
297,byron bay,-28.65,153.6167,27.19,59,100,4.19,AU,1675916128
298,ponta delgada,37.7333,-25.6667,12.4,71,75,3.09,PT,1675916128
299,bonfim,3.0833,-59.95,25.26,73,54,3.77,BR,1675916129
300,nabire,-3.3667,135.4833,24.46,88,99,1.35,ID,1675916130
301,srednekolymsk,67.45,153.6833,-32.88,96,100,2.89,RU,1675915945
302,alofi,-19.0595,-169.9187,27.08,78,96,4.83,NU,1675916130
303,saint-leu,-21.15,55.2833,27.48,75,77,2.36,RE,1675916131
304,grindavik,63.8424,-22.4338,-4.03,68,75,9.77,IS,1675916132
305,coihaique,-45.5752,-72.0662,17.97,68,75,2.06,CL,1675916132
306,chuchkovo,54.2693,41.4465,-7.25,97,99,2.09,RU,1675916133
307,santa cruz del sur,20.7147,-77.9956,23.74,77,5,7.15,CU,1675916133
308,esperance,-33.8667,121.9,21.02,64,29,5.89,AU,1675916133
309,vanimo,-2.6741,141.3028,25.35,92,100,4.74,PG,1675916134
310,general pico,-35.6566,-63.7568,24.96,44,0,3.36,AR,1675916134
311,viedma,-40.8135,-62.9967,18.42,68,61,4.36,AR,1675916135
312,kutum,14.2,24.6667,10.25,20,24,2.93,SD,1675916135
313,port hardy,50.6996,-127.4199,4.11,93,100,12.83,CA,1675916136
314,rio grande,-32.035,-52.0986,24.52,81,89,8.13,BR,1675915983
315,graaff-reinet,-32.2522,24.5308,15.51,96,100,3.1,ZA,1675916136
316,tiznit,29.5833,-9.5,8.69,62,1,0.86,MA,1675916136
317,krasnoselkup,65.7,82.4667,-18.32,94,100,6.37,RU,1675916137
318,antalaha,-14.9003,50.2788,24.27,87,57,2.28,MG,1675916138
319,maragogi,-9.0122,-35.2225,25.27,81,98,2.29,BR,1675916138
320,klaksvik,62.2266,-6.589,2.51,69,86,19.74,FO,1675916139
321,am timan,11.0297,20.2827,19.82,15,74,3.27,TD,1675916139
322,lookan,5.037,120.1027,27.38,75,82,1.62,PH,1675916139
323,tiksi,71.6872,128.8694,-39.37,98,59,2.35,RU,1675916140
324,orzhytsya,49.7918,32.7012,-8.59,92,9,2.3,UA,1675916141
325,portland,45.5234,-122.6762,8.39,80,75,1.79,US,1675915994
326,anadyr,64.75,177.4833,-34.72,74,0,4.0,RU,1675916142
327,tracy,37.7397,-121.4252,11.32,81,45,0.89,US,1675916098
328,mehamn,71.0357,27.8492,1.95,86,75,12.86,NO,1675916142
329,pirgos,35.1167,25.7178,7.57,52,100,8.19,GR,1675916142
330,ostrovnoy,68.0531,39.5131,0.16,85,100,17.88,RU,1675916143
331,jimeta,9.2833,12.4667,22.4,21,91,0.94,NG,1675916143
332,ambilobe,-13.2,49.05,24.0,91,78,1.02,MG,1675916144
333,mayo,38.8876,-76.5119,10.07,71,0,2.06,US,1675916144
334,mahebourg,-20.4081,57.7,28.16,74,75,7.2,MU,1675916144
335,gornopravdinsk,60.05,69.9,-15.25,99,100,3.18,RU,1675916145
336,hebi,35.8992,114.1925,3.74,71,97,1.46,CN,1675916145
337,kindu,-2.95,25.95,19.69,98,100,1.06,CD,1675916146
338,kushmurun,52.4503,64.6311,-18.99,96,100,3.98,KZ,1675916146
339,kandete,-9.15,33.8,16.43,85,100,1.78,TZ,1675916147
340,shebalino,51.2917,85.6772,-7.12,93,100,0.48,RU,1675916147
341,maarianhamina,60.0973,19.9348,1.92,69,0,9.77,AX,1675916135
342,elko,41.0002,-115.5012,-2.99,92,28,1.34,US,1675916147
343,nichinan,31.6,131.3667,12.14,61,100,5.93,JP,1675916148
344,tongchuan,35.0806,109.0897,2.36,83,93,0.71,CN,1675916148
345,ciudad bolivar,8.1222,-63.5497,25.13,71,49,5.26,VE,1675916149
346,broome,42.2506,-75.833,3.15,69,0,2.57,US,1675916149
347,kununurra,-15.7667,128.7333,34.99,49,10,4.63,AU,1675916149
348,soldotna,60.4878,-151.0583,-6.63,84,0,2.06,US,1675916150
349,karratha,-20.7377,116.8463,34.69,46,0,5.38,AU,1675916150
350,bilibino,68.0546,166.4372,-41.5,98,66,0.64,RU,1675916151
351,belmonte,-15.8631,-38.8828,24.8,78,74,3.3,BR,1675916151
352,nanyuki,0.0167,37.0728,10.32,66,3,1.62,KE,1675916151
353,tukrah,32.5341,20.5791,10.86,72,73,15.53,LY,1675916152
354,araouane,18.9048,-3.5265,19.21,21,6,5.29,ML,1675916152
355,yeppoon,-23.1333,150.7333,29.88,61,92,10.31,AU,1675916152
356,praya,14.9215,-23.5087,20.3,77,75,5.14,CV,1675916125
357,sitges,41.2351,1.8119,8.54,60,100,0.89,ES,1675916153
358,hede,33.7681,120.2517,4.99,86,100,4.86,CN,1675916153
359,cockburn town,21.4612,-71.1419,24.79,77,9,11.12,TC,1675915904
360,zhenjiang,32.2092,119.4342,6.56,93,100,4.81,CN,1675916154
361,bati,11.1833,40.0167,14.93,72,6,1.09,ET,1675916154
362,meulaboh,4.1363,96.1285,28.76,66,79,1.28,ID,1675916154
363,victor harbor,-35.5667,138.6167,36.49,76,0,3.52,AU,1675916155
364,pitimbu,-7.4706,-34.8086,25.33,82,75,3.53,BR,1675916155
365,porbandar,21.6422,69.6093,23.22,48,24,2.53,IN,1675916020
366,devonport,-41.1667,146.35,19.45,66,99,4.94,AU,1675916156
367,sawtell,-30.3833,153.1,23.01,83,75,4.63,AU,1675916156
